Country;Year;Food Category;Total Waste (Tons);Economic Loss (Million $);Avg Waste per Capita (Kg);Population (Million);Household Waste (%);Economic Loss per Ton ($);Year Category
USA;2019;Meat & Seafood;168448;172243;7556;77503;4395; 10.225.292.078.267.500,00 ;2018-2021
Indonesia;2024;Frozen Food;4461293;4562352;9388;120698;4942; 10.226.524.014.450.500,00 ;2022-2024
Japan;2022;Grains & Cereals;371916;38036;6105;88269;5028; 10.227.040.514.524.800,00 ;2022-2024
Turkey;2020;Dairy Products;3876945;3965062;3262;109158;670; 10.227.284.627.458.000,00 ;2018-2021
Canada;2019;Fruits & Vegetables;1757848;1797829;9223;49246;5128; 10.227.442.873.331.500,00 ;2018-2021
Italy;2024;Frozen Food;4162175;4256889;18712;57131;3487; 10.227.558.908.503.400,00 ;2022-2024
Canada;2024;Frozen Food;2061038;210829;10955;66871;6127; 10.229.263.118.875.100,00 ;2022-2024
China;2021;Meat & Seafood;126468;129402;9471;22383;6576; 10.231.995.445.488.200,00 ;2018-2021
Japan;2021;Grains & Cereals;722577;739373;10558;124706;3227; 10.232.445.815.463.300,00 ;2018-2021
Indonesia;2020;Frozen Food;4459066;4563059;16639;90886;4015; 10.233.217.001.049.100,00 ;2018-2021
China;2021;Bakery Items;11165;114263;4669;129529;375; 10.234.034.930.586.700,00 ;2018-2021
Mexico;2023;Fruits & Vegetables;4151529;424881;18566;6221;4739; 10.234.325.714.694.500,00 ;2022-2024
Indonesia;2023;Prepared Food;2560705;2620952;17227;62495;3928; 10.235.275.051.206.600,00 ;2022-2024
Indonesia;2024;Fruits & Vegetables;4042006;4137771;14852;107809;6605; 10.236.924.438.014.200,00 ;2022-2024
China;2021;Beverages;2826279;2893261;14448;97248;6587; 10.236.997.125.903.000,00 ;2018-2021
Italy;2023;Prepared Food;1043459;106836;4791;7719;6128; 10.238.638.988.211.300,00 ;2022-2024
China;2024;Prepared Food;552926;566164;19012;37258;3696; 10.239.417.209.536.200,00 ;2022-2024
Spain;2019;Meat & Seafood;4470035;4577157;5569;56185;6524; 10.239.644.656.026.200,00 ;2018-2021
Spain;2019;Grains & Cereals;4184981;4285346;9087;11704;6934; 10.239.821.877.327.500,00 ;2018-2021
Argentina;2018;Meat & Seafood;2656977;2720817;10215;29169;3084; 10.240.273.062.205.700,00 ;2018-2021
Spain;2021;Bakery Items;1913684;1959666;9903;92663;5293; 10.240.280.004.431.200,00 ;2018-2021
Australia;2023;Bakery Items;192429;1970614;7546;102161;6703; 10.240.732.945.657.900,00 ;2022-2024
Saudi Arabia;2020;Bakery Items;1152009;1179788;18068;91392;4514; 10.241.135.268.908.500,00 ;2018-2021
India;2019;Meat & Seafood;1230135;1259808;16137;106831;4115; 10.241.217.427.355.500,00 ;2018-2021
Germany;2019;Grains & Cereals;825332;845247;4385;16721;5963; 10.241.296.835.697.600,00 ;2018-2021
Germany;2023;Bakery Items;4469708;4578116;13439;32489;3602; 10.242.539.333.665.600,00 ;2022-2024
Australia;2024;Frozen Food;2914686;2985658;8587;105094;4912; 10.243.497.927.392.500,00 ;2022-2024
Turkey;2020;Fruits & Vegetables;781504;800665;4323;69557;5244; 10.245.181.086.725.100,00 ;2018-2021
Indonesia;2022;Grains & Cereals;4877309;4997919;11086;88595;3571; 10.247.288.002.462.000,00 ;2022-2024
South Africa;2021;Beverages;4610805;4725301;10411;105872;6025; 10.248.321.063.241.700,00 ;2018-2021
USA;2018;Fruits & Vegetables;4378858;4487777;19983;132368;5374; 10.248.738.369.684.500,00 ;2018-2021
India;2018;Dairy Products;1699014;1741305;8581;64492;6958; 10.248.914.958.911.500,00 ;2018-2021
Argentina;2022;Meat & Seafood;1242108;1273167;11422;132466;5311; 10.250.050.720.227.200,00 ;2022-2024
India;2020;Dairy Products;3256344;333790;3613;118129;3399; 10.250.452.654.879.200,00 ;2018-2021
Russia;2020;Frozen Food;4327446;4436794;10763;33988;3465; 10.252.684.839.972.600,00 ;2018-2021
Russia;2020;Fruits & Vegetables;1951783;2001456;10851;69938;6332; 10.254.500.628.399.800,00 ;2018-2021
Japan;2019;Dairy Products;2710463;2779872;16498;32608;362; 10.256.078.020.618.600,00 ;2018-2021
USA;2019;Dairy Products;3110705;319081;2768;82431;5097; 10.257.513.971.913.100,00 ;2018-2021
Russia;2018;Dairy Products;690466;708267;6787;5356;5392; 10.257.811.391.147.400,00 ;2018-2021
Japan;2019;Bakery Items;3312797;3398419;11688;39648;378; 10.258.458.335.962.000,00 ;2018-2021
South Africa;2018;Frozen Food;3682219;3777947;8008;133298;6752; 10.259.973.673.483.300,00 ;2018-2021
South Africa;2021;Meat & Seafood;3178917;3262018;10368;89811;3121; 10.261.412.927.736.100,00 ;2018-2021
South Africa;2019;Prepared Food;148928;1528222;8087;131011;4852; 10.261.482.058.444.300,00 ;2018-2021
UK;2023;Bakery Items;1627669;1670351;18368;101168;5511; 10.262.227.762.524.200,00 ;2022-2024
France;2018;Meat & Seafood;2964132;3042081;17831;15355;6079; 10.262.974.118.561.500,00 ;2018-2021
Russia;2019;Beverages;4398615;4514365;9837;80613;4278; 10.263.151.014.580.700,00 ;2018-2021
Turkey;2022;Fruits & Vegetables;3894529;3997075;7825;64338;6242; 10.263.307.835.170.800,00 ;2022-2024
Germany;2022;Prepared Food;3774388;3873898;4666;11976;3252; 10.263.645.390.987.900,00 ;2022-2024
South Africa;2020;Bakery Items;2430531;249480;12276;13183;4126; 10.264.423.700.006.300,00 ;2018-2021
Turkey;2021;Fruits & Vegetables;427203;4385789;18031;3387;5954; 10.266.287.924.008.000,00 ;2018-2021
Argentina;2022;Dairy Products;3165866;3250318;11337;515;5327; 10.266.757.973.963.500,00 ;2022-2024
USA;2018;Prepared Food;4076026;4184972;17783;15479;3644; 10.267.284.850.489.200,00 ;2018-2021
UK;2020;Frozen Food;1919898;1971353;7871;13139;3963; 10.268.009.029.646.400,00 ;2018-2021
Indonesia;2018;Meat & Seafood;1228686;1261784;8818;112478;4715; 10.269.377.204.590.900,00 ;2018-2021
France;2020;Grains & Cereals;1527634;1569075;2284;81572;6047; 10.271.275.711.328.800,00 ;2018-2021
Italy;2018;Beverages;1479626;1519969;516;33512;3873; 10.272.656.738.932.700,00 ;2018-2021
France;2018;Bakery Items;3875501;3981252;5881;89589;4477; 10.272.870.526.933.200,00 ;2018-2021
Turkey;2024;Dairy Products;4186032;4300854;7771;91854;5822; 10.274.297.950.899.600,00 ;2022-2024
Italy;2024;Dairy Products;3913339;4021156;8979;26309;6078; 10.275.511.526.090.600,00 ;2022-2024
Japan;2020;Prepared Food;936019;961937;1584;57856;6202; 10.276.896.088.647.800,00 ;2018-2021
China;2022;Prepared Food;3973658;4083699;18115;2603;5077; 10.276.926.197.473.500,00 ;2022-2024
UK;2023;Frozen Food;4074224;4187059;13091;26985;3264; 10.276.948.444.660.900,00 ;2022-2024
Germany;2023;Fruits & Vegetables;478144;491399;1743;67787;6247; 10.277.217.741.935.500,00 ;2022-2024
Brazil;2021;Meat & Seafood;3393922;3488477;6246;68549;4945; 10.278.600.981.401.500,00 ;2018-2021
Germany;2019;Bakery Items;2097866;2156328;4401;3847;5749; 10.278.673.661.711.500,00 ;2018-2021
USA;2020;Prepared Food;4875062;5010979;17928;117482;325; 10.278.800.556.792.900,00 ;2018-2021
Canada;2020;Meat & Seafood;4655207;4785925;5298;12179;4151; 10.280.799.543.393.000,00 ;2018-2021
South Africa;2023;Frozen Food;2238254;230125;5726;133393;4226; 10.281.451.524.268.500,00 ;2022-2024
Japan;2021;Prepared Food;272103;2797967;4543;113787;4544; 10.282.749.547.046.500,00 ;2018-2021
Italy;2023;Prepared Food;4586538;4716459;4296;19431;4963; 10.283.265.940.454.400,00 ;2022-2024
Turkey;2024;Prepared Food;88669;911973;12834;35217;6037; 10.285.139.112.880.500,00 ;2022-2024
Turkey;2020;Bakery Items;662248;68118;2141;69334;5007; 10.285.874.778.028.800,00 ;2018-2021
Indonesia;2024;Dairy Products;2598624;2673126;8834;89318;4604; 10.286.697.883.187.400,00 ;2022-2024
USA;2022;Bakery Items;4864296;5003763;5761;110555;519; 10.286.715.693.288.400,00 ;2022-2024
Turkey;2021;Frozen Food;969921;997966;12147;118882;6232; 10.289.147.260.447.000,00 ;2018-2021
South Korea;2019;Bakery Items;1261635;1298256;13989;121815;4652; 10.290.266.202.190.000,00 ;2018-2021
India;2020;Dairy Products;1986748;2045285;3393;67912;6167; 10.294.637.266.528.000,00 ;2018-2021
Mexico;2022;Grains & Cereals;4581944;4717079;12993;125856;4837; 10.294.929.401.145.000,00 ;2022-2024
Turkey;2024;Prepared Food;3601689;3708195;8678;77429;4486; 10.295.711.262.132.800,00 ;2022-2024
Mexico;2018;Prepared Food;2422108;2493745;14493;81489;4539; 10.295.763.029.559.400,00 ;2018-2021
South Africa;2019;Grains & Cereals;3002637;3091726;17689;55044;4347; 10.296.702.531.807.900,00 ;2018-2021
UK;2021;Grains & Cereals;2960392;3048284;14665;68444;6436; 10.296.893.114.155.200,00 ;2018-2021
Spain;2018;Beverages;4853006;4997484;5856;6526;6991; 10.297.708.265.763.500,00 ;2018-2021
Spain;2022;Dairy Products;1755292;180782;2992;91887;4064; 10.299.255.052.720.600,00 ;2022-2024
China;2024;Dairy Products;4109436;4232494;812;76009;6126; 10.299.452.284.936.400,00 ;2022-2024
Mexico;2022;Fruits & Vegetables;1988354;2048216;8954;14328;4104; 10.301.063.090.375.300,00 ;2022-2024
Canada;2021;Prepared Food;3930142;4048601;2246;1286;6281; 10.301.411.501.162.000,00 ;2018-2021
Indonesia;2023;Dairy Products;319157;328883;5933;8418;3468; 10.304.740.300.228.400,00 ;2022-2024
Mexico;2018;Beverages;4677398;4820673;8436;98847;3233; 10.306.313.467.444.900,00 ;2018-2021
Canada;2019;Bakery Items;3868178;3986705;18597;71714;4927; 10.306.415.578.600.600,00 ;2018-2021
Mexico;2020;Meat & Seafood;2327743;2399194;9585;38753;3183; 10.306.953.989.336.500,00 ;2018-2021
Spain;2021;Frozen Food;3067266;3161427;2047;47041;5325; 10.306.986.743.243.000,00 ;2018-2021
Argentina;2024;Grains & Cereals;1308338;1348647;8371;9673;5613; 10.308.093.168.584.900,00 ;2022-2024
China;2018;Dairy Products;3264122;3364948;2905;80067;6958; 10.308.891.640.692.400,00 ;2018-2021
Argentina;2018;Grains & Cereals;930375;959151;7305;128466;5968; 10.309.294.639.258.400,00 ;2018-2021
Saudi Arabia;2019;Beverages;1586724;1635867;16022;60455;3121; 10.309.713.598.584.300,00 ;2018-2021
Turkey;2023;Dairy Products;978434;1008825;438;20124;4226; 10.310.608.584.738.500,00 ;2022-2024
Turkey;2018;Beverages;2427895;2503547;18754;21884;6488; 10.311.595.023.672.800,00 ;2018-2021
Turkey;2024;Fruits & Vegetables;2547784;2627299;14308;43271;5554; 10.312.094.745.865.400,00 ;2022-2024
Argentina;2019;Prepared Food;4545442;4687421;4967;94586;3733; 10.312.354.662.098.900,00 ;2018-2021
Italy;2020;Prepared Food;414266;427211;11001;34095;3998; 10.312.480.386.997.700,00 ;2018-2021
Brazil;2020;Meat & Seafood;4486456;4627111;4666;76299;3598; 10.313.510.262.889.000,00 ;2018-2021
Canada;2023;Meat & Seafood;817592;84326;3419;29424;3073; 10.313.946.320.414.100,00 ;2022-2024
India;2018;Frozen Food;2876038;2966482;7311;32962;4464; 10.314.474.287.196.500,00 ;2018-2021
Indonesia;2022;Bakery Items;873774;901264;7203;47662;4652; 10.314.612.245.271.700,00 ;2022-2024
UK;2022;Prepared Food;2140641;2208012;17961;10057;3828; 10.314.723.487.030.300,00 ;2022-2024
China;2021;Prepared Food;2067488;2133267;3096;62741;5846; 10.318.159.041.310.000,00 ;2018-2021
Russia;2022;Meat & Seafood;4279425;441562;4879;84428;5612; 10.318.255.373.093.300,00 ;2022-2024
Brazil;2024;Frozen Food;318234;3283968;8247;108081;5703; 10.319.349.912.328.700,00 ;2022-2024
France;2018;Frozen Food;2020447;2085121;7632;46649;4575; 10.320.097.483.378.700,00 ;2018-2021
France;2022;Prepared Food;2261621;233413;14532;79567;6163; 10.320.606.326.170.500,00 ;2022-2024
Spain;2020;Meat & Seafood;3772445;389362;17415;13203;3259; 10.321.210.779.746.300,00 ;2018-2021
China;2018;Fruits & Vegetables;1878436;1938871;8073;12356;6207; 10.321.730.418.284.100,00 ;2018-2021
South Africa;2021;Bakery Items;3717395;3837701;3472;123539;6765; 10.323.629.853.701.300,00 ;2018-2021
France;2022;Dairy Products;7395;76345;17265;67321;5947; 10.323.867.478.025.700,00 ;2022-2024
Mexico;2024;Meat & Seafood;129300;1335078;17299;8663;524; 10.325.429.234.338.700,00 ;2022-2024
Canada;2023;Grains & Cereals;4282876;4422392;10841;137205;3946; 10.325.753.068.732.300,00 ;2022-2024
Indonesia;2022;Grains & Cereals;1221435;1261264;6967;39364;3574; 10.326.083.663.887.100,00 ;2022-2024
India;2021;Dairy Products;1041901;1075903;574;47707;3082; 10.326.345.785.252.100,00 ;2018-2021
Argentina;2021;Prepared Food;2465097;2545731;2997;49095;5325; 10.327.102.746.869.600,00 ;2018-2021
South Korea;2021;Dairy Products;546086;563952;5364;18744;6754; 10.327.164.585.797.800,00 ;2018-2021
Indonesia;2022;Fruits & Vegetables;489276;505286;2846;98108;5217; 10.327.218.175.426.500,00 ;2022-2024
Argentina;2020;Frozen Food;98672;1019091;3553;93336;4579; 10.328.066.726.122.900,00 ;2018-2021
Spain;2021;Fruits & Vegetables;4167618;4305829;13522;132554;5432; 10.331.630.682.082.700,00 ;2018-2021
Argentina;2019;Prepared Food;4948161;5112624;9546;128178;593; 10.332.371.966.069.800,00 ;2018-2021
Italy;2021;Fruits & Vegetables;3095674;3199248;13776;77666;3798; 10.334.576.573.631.500,00 ;2018-2021
Italy;2022;Prepared Food;4434635;4583532;6884;24661;3112; 10.335.759.312.773.200,00 ;2022-2024
Japan;2021;Beverages;970427;1003084;4819;2235;3804; 10.336.521.964.042.600,00 ;2018-2021
Brazil;2024;Dairy Products;3631105;3753507;15346;25512;5338; 10.337.092.978.583.700,00 ;2022-2024
Turkey;2023;Dairy Products;4502758;4654839;17497;38344;4599; 10.337.750.774.081.100,00 ;2022-2024
China;2019;Fruits & Vegetables;2598061;2686013;9651;128532;5127; 10.338.529.387.878.100,00 ;2018-2021
Australia;2019;Frozen Food;2487175;2571431;7685;46289;5214; 10.338.761.848.281.700,00 ;2018-2021
Turkey;2020;Frozen Food;2928098;3027302;14685;7276;3403; 10.338.800.135.787.800,00 ;2018-2021
Australia;2022;Beverages;4327207;4474557;12793;107986;3464; 10.340.519.878.064.500,00 ;2022-2024
Australia;2019;Dairy Products;1547916;1600731;3464;2215;312; 10.341.200.685.308.500,00 ;2018-2021
Brazil;2024;Prepared Food;153066;1582919;1628;6971;3434; 10.341.414.814.524.500,00 ;2022-2024
Brazil;2024;Prepared Food;298202;3083988;9378;7633;5904; 10.341.942.709.975.100,00 ;2022-2024
France;2021;Frozen Food;3688259;3814402;15367;100664;6972; 10.342.012.315.295.600,00 ;2018-2021
Australia;2019;Meat & Seafood;3122157;322896;2332;130091;4563; 10.342.080.811.439.000,00 ;2018-2021
UK;2022;Frozen Food;105636;109262;3617;86352;3972; 10.343.254.193.646.100,00 ;2022-2024
Spain;2019;Meat & Seafood;4862025;5030137;17314;51641;313; 10.345.765.396.105.500,00 ;2018-2021
India;2018;Grains & Cereals;265735;274943;10585;71987;3816; 10.346.510.621.483.800,00 ;2018-2021
USA;2022;Dairy Products;1261169;1304941;13725;63869;4276; 10.347.074.817.094.300,00 ;2022-2024
Spain;2023;Fruits & Vegetables;982463;1016638;17095;9548;6578; 10.347.850.249.831.300,00 ;2022-2024
UK;2022;Beverages;2115326;2189879;14472;116857;4653; 10.352.442.129.487.400,00 ;2022-2024
Japan;2018;Bakery Items;478902;4958018;14556;66813;5547; 10.352.886.394.293.600,00 ;2018-2021
Mexico;2024;Prepared Food;176667;1829014;17948;60934;4201; 10.352.889.900.207.700,00 ;2022-2024
Japan;2023;Grains & Cereals;226705;234717;14655;12991;359; 10.353.410.820.228.900,00 ;2022-2024
China;2018;Fruits & Vegetables;3625977;3754462;5569;102387;563; 10.354.345.876.987.100,00 ;2018-2021
China;2018;Bakery Items;3313751;343126;15328;1525;3759; 10.354.610.228.710.600,00 ;2018-2021
Saudi Arabia;2024;Prepared Food;3705071;3836547;19614;11666;6764; 10.354.854.198.475.500,00 ;2022-2024
Australia;2023;Fruits & Vegetables;1301089;1347449;18725;46668;5345; 10.356.316.900.688.600,00 ;2022-2024
UK;2022;Frozen Food;4170845;4319651;14107;14392;6548; 10.356.776.624.401.100,00 ;2022-2024
Germany;2024;Prepared Food;2948902;3054209;13828;38243;638; 10.357.105.797.344.200,00 ;2022-2024
Turkey;2024;Beverages;1888514;1956038;1152;29463;3549; 10.357.550.963.350.000,00 ;2022-2024
USA;2022;Bakery Items;290942;301357;16559;49779;618; 10.357.975.129.063.500,00 ;2022-2024
Indonesia;2019;Bakery Items;706582;731901;15468;2343;638; 10.358.330.667.919.600,00 ;2018-2021
Brazil;2021;Frozen Food;2323045;2406357;10326;1357;4333; 10.358.632.742.800.900,00 ;2018-2021
USA;2019;Prepared Food;2489378;2578668;17697;82145;6347; 10.358.683.976.479.300,00 ;2018-2021
Germany;2022;Frozen Food;888449;920554;10643;46641;5513; 10.361.360.078.068.600,00 ;2022-2024
Indonesia;2020;Frozen Food;3790321;3927322;15596;121547;5945; 10.361.449.597.540.700,00 ;2018-2021
Germany;2022;Fruits & Vegetables;2967013;3074273;17211;16194;6248; 10.361.508.358.743.300,00 ;2022-2024
UK;2022;Frozen Food;458184;4747491;16387;42339;3876; 10.361.538.159.342.100,00 ;2022-2024
Canada;2019;Fruits & Vegetables;1380061;1430007;5327;26522;5943; 10.361.911.538.692.900,00 ;2018-2021
Mexico;2019;Bakery Items;3642394;377427;7096;18399;6279; 10.362.058.580.153.600,00 ;2018-2021
Australia;2022;Dairy Products;450602;466949;4883;81054;4416; 10.362.781.345.844.000,00 ;2022-2024
Russia;2024;Frozen Food;213604;221357;2464;12993;4387; 10.362.961.367.764.600,00 ;2022-2024
Indonesia;2023;Bakery Items;480969;498428;3914;10784;6011; 10.362.996.367.749.300,00 ;2022-2024
Turkey;2019;Prepared Food;236178;244768;11416;30401;5247; 10.363.708.728.162.700,00 ;2018-2021
Argentina;2018;Beverages;4036561;4184024;18893;8187;3415; 10.365.318.398.508.000,00 ;2018-2021
South Korea;2024;Bakery Items;1075006;1114347;19486;53934;4215; 10.365.960.748.126.100,00 ;2022-2024
USA;2018;Fruits & Vegetables;192219;199264;14891;117635;4155; 10.366.509.033.966.500,00 ;2018-2021
China;2019;Meat & Seafood;667989;692521;5968;31056;5105; 10.367.251.556.537.600,00 ;2018-2021
Indonesia;2022;Bakery Items;4300541;4458589;17028;8876;6967; 10.367.507.250.831.900,00 ;2022-2024
South Korea;2018;Dairy Products;355698;368798;15396;88842;6318; 10.368.289.953.837.200,00 ;2018-2021
Australia;2019;Grains & Cereals;846209;877527;4695;73911;3658; 10.370.097.694.541.200,00 ;2018-2021
India;2021;Frozen Food;3909272;4054657;6105;133214;463; 10.371.897.887.893.200,00 ;2018-2021
USA;2024;Prepared Food;980562;1017156;2874;20411;5895; 10.373.194.147.845.800,00 ;2022-2024
Australia;2019;Prepared Food;4658574;4832686;13056;7276;4833; 10.373.745.270.548.500,00 ;2018-2021
Argentina;2024;Frozen Food;2238144;2322497;11502;87136;5248; 10.376.888.171.627.900,00 ;2022-2024
Saudi Arabia;2020;Bakery Items;920754;955515;13532;107032;6468; 10.377.527.548.074.700,00 ;2018-2021
Italy;2023;Fruits & Vegetables;1388482;1441092;14427;116304;669; 10.378.903.003.423.900,00 ;2022-2024
Brazil;2024;Prepared Food;2950741;3062579;8902;60124;5577; 10.379.016.660.560.900,00 ;2022-2024
Italy;2020;Prepared Food;2233446;231833;10423;48853;4158; 10.380.058.438.842.900,00 ;2018-2021
Brazil;2024;Meat & Seafood;73104;758949;2195;118945;5192; 10.381.771.175.311.900,00 ;2022-2024
Germany;2023;Beverages;635569;659921;3745;82111;3092; 10.383.152.734.006.900,00 ;2022-2024
Italy;2023;Meat & Seafood;4390635;4558986;4327;33969;4885; 10.383.432.009.265.200,00 ;2022-2024
Spain;2019;Prepared Food;4959708;5150385;5387;120363;3863; 10.384.452.068.549.200,00 ;2018-2021
China;2024;Bakery Items;1602439;1664057;2084;103014;5039; 10.384.526.337.664.000,00 ;2022-2024
Russia;2021;Meat & Seafood;3011403;312779;18425;33202;5647; 10.386.487.627.195.700,00 ;2018-2021
South Africa;2021;Fruits & Vegetables;4069985;422733;16169;50117;6792; 10.386.598.476.407.200,00 ;2018-2021
Argentina;2024;Grains & Cereals;1627095;1690074;14449;84688;4701; 10.387.064.062.024.700,00 ;2022-2024
China;2023;Grains & Cereals;4185006;434742;6645;21697;4247; 10.388.085.465.110.400,00 ;2022-2024
Russia;2024;Grains & Cereals;4637226;4818374;18194;45334;4524; 10.390.638.713.748.300,00 ;2022-2024
Spain;2024;Frozen Food;4317451;4486341;10607;104529;6683; 10.391.179.888.318.400,00 ;2022-2024
South Africa;2023;Prepared Food;2400175;2494499;7374;85766;4713; 10.392.988.011.290.800,00 ;2022-2024
Australia;2023;Fruits & Vegetables;4382767;4555298;17372;74541;3251; 10.393.657.705.280.700,00 ;2022-2024
France;2023;Grains & Cereals;1878968;1953043;8612;5304;6646; 10.394.232.365.851.900,00 ;2022-2024
Japan;2024;Fruits & Vegetables;1497085;1556382;14572;106087;6754; 10.396.083.054.736.400,00 ;2022-2024
Germany;2024;Fruits & Vegetables;2992545;3111814;9547;113632;6875; 10.398.553.739.375.700,00 ;2022-2024
France;2022;Dairy Products;1509947;1570268;15685;78013;5043; 10.399.490.843.056.100,00 ;2022-2024
USA;2022;Meat & Seafood;3779642;3930688;16453;112228;3153; 10.399.630.441.189.900,00 ;2022-2024
