Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","540","New Caledonia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.306","E","Estimated value"
"ET","Temperature change on land","554","New Zealand","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.078","E","Estimated value"
"ET","Temperature change on land","554","New Zealand","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.026","E","Estimated value"
"ET","Temperature change on land","554","New Zealand","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.828","E","Estimated value"
"ET","Temperature change on land","554","New Zealand","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.899","E","Estimated value"
"ET","Temperature change on land","554","New Zealand","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.269","E","Estimated value"
"ET","Temperature change on land","554","New Zealand","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.065","E","Estimated value"
"ET","Temperature change on land","554","New Zealand","7271","Temperature change","7020","Meteorological year","2024","2024","°C","0.766","E","Estimated value"
"ET","Temperature change on land","558","Nicaragua","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.985","E","Estimated value"
"ET","Temperature change on land","558","Nicaragua","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.419","E","Estimated value"
"ET","Temperature change on land","558","Nicaragua","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.459","E","Estimated value"
"ET","Temperature change on land","558","Nicaragua","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.177","E","Estimated value"
"ET","Temperature change on land","558","Nicaragua","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.994","E","Estimated value"
"ET","Temperature change on land","558","Nicaragua","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.667","E","Estimated value"
"ET","Temperature change on land","558","Nicaragua","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.887","E","Estimated value"
"ET","Temperature change on land","562","Niger","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.081","E","Estimated value"
"ET","Temperature change on land","562","Niger","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.98","E","Estimated value"
"ET","Temperature change on land","562","Niger","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.809","E","Estimated value"
"ET","Temperature change on land","562","Niger","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.476","E","Estimated value"
"ET","Temperature change on land","562","Niger","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.449","E","Estimated value"
"ET","Temperature change on land","562","Niger","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.523","E","Estimated value"
"ET","Temperature change on land","562","Niger","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.165","E","Estimated value"
"ET","Temperature change on land","566","Nigeria","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.096","E","Estimated value"
"ET","Temperature change on land","566","Nigeria","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.236","E","Estimated value"
"ET","Temperature change on land","566","Nigeria","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.107","E","Estimated value"
"ET","Temperature change on land","566","Nigeria","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.62","E","Estimated value"
"ET","Temperature change on land","566","Nigeria","7271","Temperature change","7020","Meteorological year","2022","2022","°C","0.874","E","Estimated value"
"ET","Temperature change on land","566","Nigeria","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.485","E","Estimated value"
"ET","Temperature change on land","566","Nigeria","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.417","E","Estimated value"
"ET","Temperature change on land","570","Niue","7271","Temperature change","7020","Meteorological year","2018","2018","°C","","O","Missing value"
"ET","Temperature change on land","570","Niue","7271","Temperature change","7020","Meteorological year","2019","2019","°C","","O","Missing value"
"ET","Temperature change on land","570","Niue","7271","Temperature change","7020","Meteorological year","2020","2020","°C","","O","Missing value"
"ET","Temperature change on land","570","Niue","7271","Temperature change","7020","Meteorological year","2021","2021","°C","","O","Missing value"
"ET","Temperature change on land","570","Niue","7271","Temperature change","7020","Meteorological year","2022","2022","°C","","O","Missing value"
"ET","Temperature change on land","570","Niue","7271","Temperature change","7020","Meteorological year","2023","2023","°C","","O","Missing value"
"ET","Temperature change on land","570","Niue","7271","Temperature change","7020","Meteorological year","2024","2024","°C","","O","Missing value"
"ET","Temperature change on land","574","Norfolk Island","7271","Temperature change","7020","Meteorological year","2018","2018","°C","0.851","E","Estimated value"
"ET","Temperature change on land","574","Norfolk Island","7271","Temperature change","7020","Meteorological year","2019","2019","°C","0.817","E","Estimated value"
"ET","Temperature change on land","574","Norfolk Island","7271","Temperature change","7020","Meteorological year","2020","2020","°C","0.854","E","Estimated value"
"ET","Temperature change on land","574","Norfolk Island","7271","Temperature change","7020","Meteorological year","2021","2021","°C","0.763","E","Estimated value"
"ET","Temperature change on land","574","Norfolk Island","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.375","E","Estimated value"
"ET","Temperature change on land","574","Norfolk Island","7271","Temperature change","7020","Meteorological year","2023","2023","°C","0.384","E","Estimated value"
"ET","Temperature change on land","574","Norfolk Island","7271","Temperature change","7020","Meteorological year","2024","2024","°C","1.317","E","Estimated value"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2018","2018","°C","2.143","E","Estimated value"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.923","E","Estimated value"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2020","2020","°C","1.628","E","Estimated value"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.739","E","Estimated value"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.583","E","Estimated value"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2023","2023","°C","2.416","E","Estimated value"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2024","2024","°C","2.999","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2018","2018","°C","1.505","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2019","2019","°C","1.212","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2020","2020","°C","2.393","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2021","2021","°C","1.52","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2022","2022","°C","1.923","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2023","2023","°C","1.222","E","Estimated value"
